,P20 - Mesh Element Size,P21 - CollarFaceSizing Element Size,P22 - FinWallsFaceSizing Element Size,P23 - FinEdgesSizing Element Size,P24 - t_in,P25 - u_in,P26 - t_collarwalls,P44 - FinCollarFaceSizing Element Size,P60 - Do,P61 - Pt_Do,P62 - Pl_Do,P63 - FPI,P64 - tf,P65 - nRows,P66 - dmin,P67 - Stheta,P68 - SLmax,P69 - SWmin,P70 - Wflat,P71 - Soffsetmax,P72 - Sliftmax,P73 - SZgap
10,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.198304576144036,360.0,7.51e-05,4.439141035258815,2.9201800450112527,1.918529632408102,21.281320330082522,0.1524,1.6931732933233308,2.0,14.673668417104277,12.7,1.52,1.52,0.64,1.27,0.05
11,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.2742160540135035,360.0,7.51e-05,15.41782320580145,2.1648912228057013,1.9983495873968493,22.816204051012754,0.1524,1.741185296324081,2.0,7.68192048012003,12.7,1.52,1.52,0.64,1.27,0.05
12,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.8563165791447861,360.0,7.51e-05,10.7076144036009,2.5318829707426858,1.9443360840210053,10.10952738184546,0.1524,1.0445111277819454,2.0,20.747186796699175,12.7,1.52,1.52,0.64,1.27,0.05
13,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,5.02444111027757,360.0,7.51e-05,9.487403100775193,2.2516129032258063,2.4676669167291823,21.479369842460617,0.1524,2.7074268567141786,2.0,20.74118529632408,12.7,1.52,1.52,0.64,1.27,0.05
14,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.331162790697674,360.0,7.51e-05,10.153850962740686,2.6678169542385595,2.121080270067517,6.769692423105776,0.1524,1.587646911727932,2.0,19.414853713428357,12.7,1.52,1.52,0.64,1.27,0.05
15,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.37440360090022506,360.0,7.51e-05,3.6535696424106026,2.824756189047262,1.8516129032258064,18.405101275318827,0.1524,1.69567391847962,2.0,21.74343585896474,12.7,1.52,1.52,0.64,1.27,0.05
16,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.0146586646661664,360.0,7.51e-05,8.009627406851713,1.9983495873968493,1.851312828207052,20.673668417104277,0.1524,1.873218304576144,2.0,16.46211552888222,12.7,1.52,1.52,0.64,1.27,0.05
17,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.629369842460615,360.0,7.51e-05,10.41141535383846,2.7464366091522883,2.148987246811703,6.774193548387097,0.1524,1.0170042510627657,2.0,23.02775693923481,12.7,1.52,1.52,0.64,1.27,0.05
18,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.8093323330832707,360.0,7.51e-05,4.658070767691923,2.1492873218304576,2.0286571642910727,12.283570892723182,0.1524,2.7209302325581395,2.0,11.606901725431358,12.7,1.52,1.52,0.64,1.27,0.05
19,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.061642910727682,360.0,7.51e-05,4.245967741935484,2.625206301575394,2.7737434358589645,14.111027756939235,0.1524,1.9932483120780196,2.0,15.807951987996999,12.7,1.52,1.52,0.64,1.27,0.05
20,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.2550112528132034,360.0,7.51e-05,4.864122280570143,2.113278319579895,2.948987246811703,23.401350337584397,0.1524,2.3838459614903726,2.0,18.44861215303826,12.7,1.52,1.52,0.64,1.27,0.05
21,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.486849212303076,360.0,7.51e-05,11.612309327331833,1.9488372093023256,2.9282820705176293,7.921980495123781,0.1524,2.8964741185296323,2.0,11.156789197299325,12.7,1.52,1.52,0.64,1.27,0.05
22,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.7513578394598652,360.0,7.51e-05,12.050168792198049,2.6891222805701425,2.278919729932483,10.429107276819206,0.1524,2.931982995748937,2.0,21.383345836459114,12.7,1.52,1.52,0.64,1.27,0.05
23,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.194621155288822,360.0,7.51e-05,8.698612153038258,1.878319579894974,2.7029257314328583,13.444861215303828,0.1524,1.641660415103776,2.0,8.318079519879971,12.7,1.52,1.52,0.64,1.27,0.05
24,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.6160840210052516,360.0,7.51e-05,8.627781945486372,2.486271567891973,2.473668417104276,14.18754688672168,0.1524,1.520130032508127,2.0,5.071267816954238,12.7,1.52,1.52,0.64,1.27,0.05
25,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.8261215303825957,360.0,7.51e-05,10.508002000500124,2.097074268567142,2.0835708927231806,6.850712678169542,0.1524,1.6836709177294322,2.0,22.85371342835709,12.7,1.52,1.52,0.64,1.27,0.05
26,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.692175543885971,360.0,7.51e-05,8.254313578394598,2.340435108777194,1.9884471117779445,17.374343585896476,0.1524,2.614903725931483,2.0,14.841710427606902,12.7,1.52,1.52,0.64,1.27,0.05
27,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.0363990997749437,360.0,7.51e-05,5.649693673418355,2.7284321080270066,2.87456864216054,13.219804951237808,0.1524,1.218054513628407,2.0,22.913728432108027,12.7,1.52,1.52,0.64,1.27,0.05
28,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.6088972243060766,360.0,7.51e-05,4.761096524131033,2.642310577644411,2.4469617404351087,21.0112528132033,0.1524,1.652663165791448,2.0,0.9362340585146287,12.7,1.52,1.52,0.64,1.27,0.05
29,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,5.018402100525131,360.0,7.51e-05,6.564047261815454,2.9282820705176293,2.6924231057764443,18.46361590397599,0.1524,1.3740935233808451,2.0,8.68417104276069,12.7,1.52,1.52,0.64,1.27,0.05
30,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.8044411102775695,360.0,7.51e-05,5.408227056764192,2.7566391597899473,1.965641410352588,8.282070517629407,0.1524,1.2950737684421105,2.0,3.858964741185296,12.7,1.52,1.52,0.64,1.27,0.05
31,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.860120030007502,360.0,7.51e-05,14.126781695423855,2.2765191297824456,2.9270817704426104,11.221305326331583,0.1524,2.7909477369342337,2.0,12.189047261815455,12.7,1.52,1.52,0.64,1.27,0.05
32,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.2707126781695424,360.0,7.51e-05,9.030226306576644,1.9683420855213805,2.805551387846962,6.616654163540885,0.1524,2.834958739684921,2.0,8.828207051762941,12.7,1.52,1.52,0.64,1.27,0.05
33,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.9736534133533388,360.0,7.51e-05,7.71020880220055,2.905476369092273,2.9600900225056264,19.94448612153038,0.1524,2.7474368592148037,2.0,16.858214553638412,12.7,1.52,1.52,0.64,1.27,0.05
34,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.304411102775694,360.0,7.51e-05,14.580738934733683,1.8804201050262566,2.404351087771943,7.021755438859715,0.1524,2.4678669667416857,2.0,9.93848462115529,12.7,1.52,1.52,0.64,1.27,0.05
35,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.0749287321830456,360.0,7.51e-05,12.236902975743936,2.6708177044261063,2.996999249812453,19.50787696924231,0.1524,1.1125281320330083,2.0,1.9024756189047263,12.7,1.52,1.52,0.64,1.27,0.05
36,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.3925806451612903,360.0,7.51e-05,3.5859589897474367,2.95648912228057,2.3845461365341336,7.336834208552138,0.1524,2.4938734683670916,2.0,11.22880720180045,12.7,1.52,1.52,0.64,1.27,0.05
37,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.879444861215304,360.0,7.51e-05,8.830613903475868,1.8081020255063767,2.4415603900975245,10.51912978244561,0.1524,1.1870467616904226,2.0,5.095273818454613,12.7,1.52,1.52,0.64,1.27,0.05
38,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.669347336834209,360.0,7.51e-05,7.2208364591147784,2.805251312828207,2.1165791447861966,19.51237809452363,0.1524,2.0172543135783947,2.0,15.483870967741936,12.7,1.52,1.52,0.64,1.27,0.05
39,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.86960240060015,360.0,7.51e-05,10.13131407851963,2.438859714928732,2.7452363090772693,11.567891972993248,0.1524,1.9042260565141285,2.0,11.342835708927232,12.7,1.52,1.52,0.64,1.27,0.05
40,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.163278319579895,360.0,7.51e-05,15.54982495623906,2.0772693173293324,1.815303825956489,15.857464366091522,0.1524,1.1115278819704926,2.0,17.794448612153037,12.7,1.52,1.52,0.64,1.27,0.05
41,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.393968492123031,360.0,7.51e-05,14.432639409852463,2.729032258064516,2.8580645161290326,9.978994748687171,0.1524,2.980495123780945,2.0,9.206301575393848,12.7,1.52,1.52,0.64,1.27,0.05
42,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.078732183045761,360.0,7.51e-05,4.142941985496374,2.2054013503375844,2.4211552888222054,9.40285071267817,0.1524,1.447611902975744,2.0,1.8664666166541637,12.7,1.52,1.52,0.64,1.27,0.05
43,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.269384846211553,360.0,7.51e-05,4.902756939234808,2.2651162790697676,2.846361590397599,15.677419354838708,0.1524,2.5818954738684674,2.0,21.46736684171043,12.7,1.52,1.52,0.64,1.27,0.05
44,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.300907726931733,360.0,7.51e-05,4.918854713678419,2.5351837959489876,2.3179294823705927,17.84246061515379,0.1524,1.9992498124531133,2.0,5.755438859714928,12.7,1.52,1.52,0.64,1.27,0.05
45,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.1836309077269318,360.0,7.51e-05,5.08305201300325,2.247411852963241,2.523780945236309,8.331582895723932,0.1524,2.061265316329082,2.0,12.687171792948238,12.7,1.52,1.52,0.64,1.27,0.05
46,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.031567891972993,360.0,7.51e-05,9.348962240560141,2.7062265566391597,2.278019504876219,21.654913728432106,0.1524,1.6326581645411353,2.0,12.351087771942986,12.7,1.52,1.52,0.64,1.27,0.05
47,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.796106526631658,360.0,7.51e-05,5.681889222305577,2.623105776444111,2.9729932483120782,20.502625656414104,0.1524,1.4521130282570642,2.0,23.933983495873967,12.7,1.52,1.52,0.64,1.27,0.05
48,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.3407651912978245,360.0,7.51e-05,14.596836709177294,2.720630157539385,2.452663165791448,22.186046511627907,0.1524,2.8854713678419603,2.0,13.947486871717928,12.7,1.52,1.52,0.64,1.27,0.05
49,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.90595648912228,360.0,7.51e-05,6.329019754938734,2.0604651162790697,2.53728432108027,15.906976744186046,0.1524,2.2248062015503876,2.0,21.977494373593398,12.7,1.52,1.52,0.64,1.27,0.05
50,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.879384846211553,360.0,7.51e-05,9.432670667666917,2.7758439609902474,2.4712678169542386,11.153788447111777,0.1524,2.3923480870217553,2.0,4.171042760690172,12.7,1.52,1.52,0.64,1.27,0.05
51,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.4832258064516126,360.0,7.51e-05,9.390816454113528,2.8826706676669165,2.141185296324081,11.626406601650412,0.1524,2.6609152288072018,2.0,7.039759939984997,12.7,1.52,1.52,0.64,1.27,0.05
52,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.3408252063015755,360.0,7.51e-05,15.066891722930732,2.5843960990247563,2.3809452363090773,16.051012753188296,0.1524,2.485871467866967,2.0,4.849212303075769,12.7,1.52,1.52,0.64,1.27,0.05
53,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.0411702925731436,360.0,7.51e-05,8.289728682170542,1.8525131282820706,2.1408852213053264,18.459114778694673,0.1524,2.438359589897474,2.0,13.971492873218306,12.7,1.52,1.52,0.64,1.27,0.05
54,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.222340585146287,360.0,7.51e-05,13.502188047011753,2.3431357839459865,2.1177794448612155,13.179294823705927,0.1524,1.6781695423855965,2.0,16.324081020255065,12.7,1.52,1.52,0.64,1.27,0.05
55,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.776721680420105,360.0,7.51e-05,9.236277819454862,2.1660915228807203,1.871417854463616,6.121530382595649,0.1524,2.350837709427357,2.0,20.207051762940736,12.7,1.52,1.52,0.64,1.27,0.05
56,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.2610502625656417,360.0,7.51e-05,15.575581395348836,2.592198049512378,2.6585146286571644,18.414103525881472,0.1524,1.0550137534383597,2.0,11.930982745686421,12.7,1.52,1.52,0.64,1.27,0.05
57,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.6401200300075018,360.0,7.51e-05,3.1513190797699426,2.4955738934733684,2.1339834958739683,13.09377344336084,0.1524,1.5841460365091273,2.0,5.5813953488372094,12.7,1.52,1.52,0.64,1.27,0.05
58,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.3816504126031508,360.0,7.51e-05,9.71599149787447,2.8904726181545386,2.2903225806451615,23.495873968492123,0.1524,1.6606651662915728,2.0,8.054013503375845,12.7,1.52,1.52,0.64,1.27,0.05
59,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.4373893473368344,360.0,7.51e-05,13.318673418354589,2.3728432108027007,2.109677419354839,23.212303075768943,0.1524,2.2468117029257315,2.0,2.7966991747936985,12.7,1.52,1.52,0.64,1.27,0.05
60,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.8444186046511626,360.0,7.51e-05,9.416572893223305,2.0913728432108027,2.9888972243060765,15.978994748687173,0.1524,2.945986496624156,2.0,15.50787696924231,12.7,1.52,1.52,0.64,1.27,0.05
61,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.2815828957239312,360.0,7.51e-05,7.942016754188547,2.44576144036009,2.2489122280570144,14.59264816204051,0.1524,1.2875718929732434,2.0,6.8717179294823705,12.7,1.52,1.52,0.64,1.27,0.05
62,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.28152288072018,360.0,7.51e-05,8.669636159039761,2.7095273818454615,2.0019504876219054,11.585896474118531,0.1524,1.4681170292573142,2.0,14.151537884471118,12.7,1.52,1.52,0.64,1.27,0.05
63,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.427786946736685,360.0,7.51e-05,4.989684921230308,2.4268567141785446,2.394748687171793,14.4576144036009,0.1524,2.142285571392848,2.0,16.264066016504128,12.7,1.52,1.52,0.64,1.27,0.05
64,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.329774943735934,360.0,7.51e-05,8.148068267066765,2.0184546136534136,2.2606151537884474,13.939984996249063,0.1524,2.1167791947986996,2.0,12.075018754688672,12.7,1.52,1.52,0.64,1.27,0.05
65,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.7850562640660165,360.0,7.51e-05,9.461646661665416,2.6384096024006003,2.5060765191297825,22.6046511627907,0.1524,2.7969492373093274,2.0,20.057014253563388,12.7,1.52,1.52,0.64,1.27,0.05
66,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.9711177794448613,360.0,7.51e-05,11.988997249312328,1.9200300075018755,2.611402850712678,7.570892723180796,0.1524,1.7811952988247062,2.0,12.37509377344336,12.7,1.52,1.52,0.64,1.27,0.05
67,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.47344336084021005,360.0,7.51e-05,7.96133408352088,2.4799699924981247,2.8373593398349586,13.885971492873217,0.1524,1.6291572893223307,2.0,8.882220555138783,12.7,1.52,1.52,0.64,1.27,0.05
68,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.6703150787696924,360.0,7.51e-05,7.6780132533133285,2.0193548387096776,1.8831207801950487,21.11027756939235,0.1524,1.8282070517629407,2.0,22.193548387096772,12.7,1.52,1.52,0.64,1.27,0.05
69,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.8660990247561893,360.0,7.51e-05,13.949706176544137,2.579594898724681,2.2564141035258816,22.519129782445614,0.1524,2.0472618154538633,2.0,16.768192048012004,12.7,1.52,1.52,0.64,1.27,0.05
70,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.352903225806452,360.0,7.51e-05,3.750156289072268,2.852363090772693,2.4694673668417106,13.138784696174044,0.1524,1.8617154288572144,2.0,6.121530382595649,12.7,1.52,1.52,0.64,1.27,0.05
71,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.950645161290322,360.0,7.51e-05,6.489997499374844,1.9602400600150038,2.4037509377344337,15.209302325581396,0.1524,2.6829207301825457,2.0,12.699174793698424,12.7,1.52,1.52,0.64,1.27,0.05
72,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.3346061515378844,360.0,7.51e-05,7.462303075768943,2.786946736684171,2.0271567891972992,10.600150037509376,0.1524,2.9909977494373594,2.0,12.495123780945235,12.7,1.52,1.52,0.64,1.27,0.05
73,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.9964216054013503,360.0,7.51e-05,7.040541385346337,1.8909227306826708,2.115978994748687,16.721680420105027,0.1524,2.2993248312078016,2.0,11.564891222805702,12.7,1.52,1.52,0.64,1.27,0.05
74,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.775633908477119,360.0,7.51e-05,9.043104526131533,2.0508627156789196,2.7317329332333085,8.957239309827457,0.1524,1.7396849212303076,2.0,12.711177794448613,12.7,1.52,1.52,0.64,1.27,0.05
75,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.938687171792949,360.0,7.51e-05,13.75009377344336,2.7056264066016507,2.701425356339085,8.58364591147787,0.1524,1.2615653913478369,2.0,20.8192048012003,12.7,1.52,1.52,0.64,1.27,0.05
76,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.3322505626406604,360.0,7.51e-05,10.395317579394849,2.2720180045011253,2.4010502625656414,18.715678919729932,0.1524,2.3043260815203803,2.0,3.582895723930983,12.7,1.52,1.52,0.64,1.27,0.05
77,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.802145536384096,360.0,7.51e-05,14.200831457864467,2.9633908477119277,2.3047261815453863,15.128282070517628,0.1524,1.3620905226306577,2.0,3.762940735183796,12.7,1.52,1.52,0.64,1.27,0.05
78,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.2235483870967743,360.0,7.51e-05,3.0933670917729432,2.441860465116279,2.479369842460615,7.64741185296324,0.1524,1.0600150037509377,2.0,15.357839459864966,12.7,1.52,1.52,0.64,1.27,0.05
79,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.264733683420856,360.0,7.51e-05,11.235621405351337,2.8649662415603903,2.256714178544636,20.106526631657914,0.1524,1.5506376594148539,2.0,13.305326331582897,12.7,1.52,1.52,0.64,1.27,0.05
80,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.9157389347336835,360.0,7.51e-05,9.635502625656414,2.117179294823706,2.251312828207052,13.521380345086271,0.1524,1.4951237809452362,2.0,0.2940735183795949,12.7,1.52,1.52,0.64,1.27,0.05
81,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.6486346586646663,360.0,7.51e-05,11.422355588897224,1.8825206301575395,2.651912978244561,22.10502625656414,0.1524,2.3703425856464113,2.0,14.541635408852212,12.7,1.52,1.52,0.64,1.27,0.05
82,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.7947186796699175,360.0,7.51e-05,14.719179794948737,2.718529632408102,2.55648912228057,10.573143285821455,0.1524,2.445361340335084,2.0,6.9797449362340584,12.7,1.52,1.52,0.64,1.27,0.05
83,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.6921155288822207,360.0,7.51e-05,3.0450737684421103,2.8142535633908476,2.8097524381095274,8.025506376594148,0.1524,1.1325331332833208,2.0,3.1987996999249813,12.7,1.52,1.52,0.64,1.27,0.05
84,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.537696924231057,360.0,7.51e-05,13.907851962990748,2.576594148537134,2.8673668417104277,22.672168042010505,0.1524,1.8507126781695424,2.0,3.870967741935484,12.7,1.52,1.52,0.64,1.27,0.05
85,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.373435858964742,360.0,7.51e-05,9.99931232808202,1.923330832708177,2.1657914478619653,18.148537134283572,0.1524,1.1865466366591648,2.0,1.8724681170292574,12.7,1.52,1.52,0.64,1.27,0.05
86,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,2.3346661665416355,360.0,7.51e-05,9.194423605901475,2.975993998499625,2.6912228057014254,21.182295573893473,0.1524,1.5991497874468616,2.0,12.021005251312829,12.7,1.52,1.52,0.64,1.27,0.05
87,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.5096774193548388,360.0,7.51e-05,6.644536134033508,1.8273068267066768,2.9693923480870215,16.22655663915979,0.1524,1.924731182795699,2.0,13.83945986496624,12.7,1.52,1.52,0.64,1.27,0.05
88,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.005056264066017,360.0,7.51e-05,6.048918479619905,2.047861965491373,2.177794448612153,22.033008252063016,0.1524,1.4556139034758688,2.0,16.900225056264066,12.7,1.52,1.52,0.64,1.27,0.05
89,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.7814328582145537,360.0,7.51e-05,15.337334333583396,1.9590397599399851,2.409152288072018,12.859714928732183,0.1524,2.2393098274568644,2.0,10.184546136534134,12.7,1.52,1.52,0.64,1.27,0.05
90,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.6437434358589648,360.0,7.51e-05,5.607839459864966,2.5738934733683423,2.7113278319579894,23.31582895723931,0.1524,2.4378594648662166,2.0,1.1162790697674418,12.7,1.52,1.52,0.64,1.27,0.05
91,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.105243810952738,360.0,7.51e-05,11.467429357339336,2.4904726181545387,2.915978994748687,23.88297074268567,0.1524,2.1917979494873716,2.0,0.30607651912978245,12.7,1.52,1.52,0.64,1.27,0.05
92,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.4832858214553637,360.0,7.51e-05,8.878907226806701,2.611702925731433,2.567891972993248,21.10577644411103,0.1524,2.054263565891473,2.0,3.6729182295573892,12.7,1.52,1.52,0.64,1.27,0.05
93,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,3.6560015003750936,360.0,7.51e-05,11.911727931982995,2.9846961740435107,2.8136534133533386,18.378094523630907,0.1524,1.9212303075768942,2.0,12.519129782445612,12.7,1.52,1.52,0.64,1.27,0.05
94,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.009887471867967,360.0,7.51e-05,14.448737184296075,2.9624906226556638,2.7779444861215303,9.645911477869468,0.1524,1.6716679169792448,2.0,18.760690172543136,12.7,1.52,1.52,0.64,1.27,0.05
95,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.63655663915979,360.0,7.51e-05,4.094648662165541,2.668717179294824,2.7602400600150037,20.30007501875469,0.1524,2.8184546136534134,2.0,16.330082520630157,12.7,1.52,1.52,0.64,1.27,0.05
96,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,4.873465866466617,360.0,7.51e-05,14.909133533383347,2.8565641410352587,2.314028507126782,13.867966991747938,0.1524,1.8562140535133782,2.0,20.381095273818453,12.7,1.52,1.52,0.64,1.27,0.05
97,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,1.6607126781695425,360.0,7.51e-05,11.399818704676168,2.926781695423856,2.636609152288072,8.907726931732933,0.1524,1.2230557639409851,2.0,21.101275318829707,12.7,1.52,1.52,0.64,1.27,0.05
98,0.000390664,9.77e-05,9.77e-05,4.88e-05,300.0,0.6570292573143286,360.0,7.51e-05,12.40431982995749,2.5165791447861965,1.9866466616654164,6.216054013503376,0.1524,1.577144286071518,2.0,13.275318829707427,12.7,1.52,1.52,0.64,1.27,0.05
